web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1562682093-705","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","groundie","Great phone so far...","June 1, 2019","This Google phone just works after an easy setup from the old Nexus phone.  But it did take over an hour or so to completely install all Google and my apps. At first, I thought something had gone wrong but had to be patient. After ordering, I read about the misalignment of cutouts and random shutdowns, but fortunately mine is perfectly fine so far.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1562682113-744","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Haystack","No sd card......no switching to Google pho es.","July 3, 2019","Aaaaaand you lost me at ""no sd card""
Probably great if you're a suburban yup who goes nowhere but to Target and Outlet malls with constant wifi, but not everyone is so shallow to not be near wifi all the time. Cloud access is pointless then.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews"
"1562682009-629","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jacy Soliz","Great phone and features","July 3, 2019","Super easy set up and transferring.

Battery life seems pretty good. It was already charged when I received it in the mail. I didn't have to charge it for 2 days. It warned me I had 20% of battery life left. It also gave a tentative time of when the battery would be dead. At 20% I still had 5 hrs. of battery life left.
Easy transition from my Nexus 6. My Nexus had some features that this phone doesn't have yet but I was told there will be some updates rolling through this year.
Could be slightly cheaper, but I still think this is an excellent phone to have purchased.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1562682104-733","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","George","Surprised It's Worth 4 Times The Prie","June 23, 2019","OK, I got it for $200 on a T Mobile special price but it's worth 4 times the price. I migrated from a Samsung S7 Edge and am happy with the results. It is not as much of a step up in quality ""feel"" or display but it does have a better camera and battery life. I have nothing against my Samsung Edge and have kept it as a backup phone. The price was due to my trade in of a Samsung S6 phone.

Dislikes, muting phone ring with power/volume button is hard to reverse and need to learn new menus.
I like the camera of course but also the little things like the fingerprint reader on the back and Android Pay vs Samsung Pay. Just place your index finger on the back and your ready to pay! The little things and the price are big for me.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1562682002-612","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Moose","Google does not stand behind its products","May 15, 2019","I bought two Pixel 3 phones both of which had intermittent call audio quality problems and incoming calls not coming in. At times the issue was so bad that even even Google tech support calls weren't getting through despite having a strong cell signal. After spending hours on the phone with Google tech support and exchanging phones, the problems continued. Google refused to stand behind their product and would not provide a refund as we had spent over 15 days going back and forth with them to try to fix the issues and they only honor refunds within 15 days. Mind you, my experience was with the Pixel 3 not Pixel 3a but if you want to take chances with this poor excuse for a phone manufacturer... go ahead.","1.0 out of 5 stars","",""
"1562682093-708","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","John wolford","Wasn’t new when it showed up but was charged for a new device.","June 17, 2019","Item did not show up new. Had scratches on the back and the seal on the box was broke. The original plastic on the phone was slapped back on. This is a joke, right? Amazon needs to do better quality checks. Plus the batteryhealth is only 98%. I should be charged for a used device not new","2.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1562682002-611","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Robert T. Olson","This is it chief","May 17, 2019","When you use a pixel... It kind of spoils you. It's hard to use any other Android after that. Everything is always so smooth and polished. I've had every pixel since the first one and Google hit an absolute home run with this. You get everything you love about the pixel for a shockingly low price. I've had the 3a and 3a XL. Currently typing this from a purpleish XL and it's incredible. The screen is very comparable and even appears brighter than my friends 3 XL. Seriously just buy this phone. For the price it's the very definition of a no brainier!","5.0 out of 5 stars","",""
"1562682104-729","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jesena","best phone I ever owned","June 13, 2019","I always bought phones in the 200-300 range and of course it showed, there is usually a lack of quality, the camera is mediocre and some of the cool functions are not included. I'm glad I found the Pixel 3a, this is the best phone in the mid-range price out there. I know it is slightly more than my past range, but I finally wanted a phone that does more, but doesn't cost an arm and a leg. I read tons of reviews and watched several videos to make sure I'm not wasting my money (it's still a huge junk of change for me). I can say with delight, this phone is amazing.

Pros:
- The camera is wonderful, it makes great pictures in low light, at night and has so many filters and options... I can't say enough how awesome the camera is.
- The battery life is amazing, my phone only lasted through the day if I didn't do anything. This phone lasts all day even with some gaming (1-2h).
- Basic Android with minimal bloatware
- I was able to transfer almost all my data with no issues or hick-ups
- There is a headphone jack - wahooo (I guess I'm old school,  but I like it)
- I love the fast charging option, never had it before and it is great getting 70% in 20min
- Super light and compact, I do appreciate the size and that this phone is smaller than my old

Cons:
- no wireless charging

I can't say much about material, the material seems to be the same as all my old phones. My friend with an Iphone of course pointed out that it looks cheap, but really.... I don't know anything else, so I don't care. I would totally buy it again and my husband is looking forward to getting one too. Thumbs up!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1562682109-737","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","LA","Great Mid-Range Cellphone","July 4, 2019","I've been using a refurbished Samsung S5, and it's been limping along with a weak battery and frequent crashes. So I was thrilled to be offered a chance to review this Google Pixel phone. This one was on my shortlist of options when I was ready to upgrade because it had very good reviews, and it seemed like the best mid-range cellphone out there.

I have been very pleased with how it has performed. Setting it up was a breeze. It came with a cable that allowed me to transfer my data (including phone contacts) from the Samsung to this one. The instructions are very simple because it's very easy to set up. In fact, this has been the easiest phone to set up of any phone I've ever owned.

To complicate things, I was also in the process of changing service providers, so I was nervous that I would have some problems with that. But no. Everything went smoothly with the new provider.

Compared to the Samsung S5, the battery capability is 100% better. It holds a charge very well, and when I do charge it, it takes very little time.

I'm still exploring the features, but so far I've enjoyed using the camera. It's easy, and the quality far surpasses my previous Samsung. The colors are rich and vivid.

I've used Google apps and programs in the past and am quite happy to have a phone that flawlessly works with them. I highly recommend this phone if you're looking for a mid-range android phone.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1562682109-740","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mahesh","Move aside I phones !!!","June 17, 2019","Awesome phone !!! Pixel 3a is a  great value phone , Google just gave us a smart phone which can pack a punch against the rip off $1000 plus flagships. Bought mine through Google store late May when they were offering mind-blowing trade-in value for your old iPhone. Got $256 for my old iPhone 6s plus ! Got this purplish baby for less than $200!! Used iPhone for more than 10 years ! Wonder ful experience! Google made the switch so smooth! I will never regret my switch from iphone. U will get the best camera available now on this one! Unlimited photo storage from google. 64 gb is more than enough !","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1562682101-720","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","N. Murphy","No SIM card slot. Buy 128GB.","June 13, 2019","Great phone. I wish I'd read that there's no expansion option. I would have purchased the 128GB model.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1562682076-703","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Thomas","Great camera at great price","June 2, 2019","The best camera on the market at this price can't go wrong with the camera. The build quality is excellent especially for being plastic I think I actually prefer it. Although it doesn't have the top of the line snapdragon processor it does its job just fine. Most people don't need top of the line specs for a good phone for me it's the camera and this phone has one of the best even for flagships.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1562682026-666","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Seamus O'Boogie","Fabulous camera","June 4, 2019","It is hard for me to justify a huge phone screen or cost as I use a phone for calls, texts, photos, occasionally internet and never games or video. So when the 3a came out I bought one immediately. I love the finger sensor position, exactly where you need it with one hand. The speed, sound clarify, form factor etc are excellent. The camera, however, is beyond excellent and is straight up spectacular. Sharp, contrasty pictures with no fuss. With this phone I don't feel bad leaving my Canon at home. The ONLY thing that I don't like is that Androids don't stream to hearing aids with the ease of iPhones (I would need to buy a second device to hang around my neck using an Android). Other than this, which isn't important to most people, this phone is the best budget phone out there ($750 is not a budget phone). Very impressed.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1562682101-717","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","MIA_305","Why buy an expensive phone","July 1, 2019","This phone has most of the features of a much higher priced phone for half the cost and an amazing camera.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1562682002-608","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Janet Bloom","Battery may cause return","May 25, 2019","This is my 48- to 72-hour review.

I bought this to replace a Moto G4 Play that had served me well but was on its second battery and occasionally locked up on me requiring me to remove the battery to reboot.

As I had become a Moto fan thanks to my G4 Play, I was looking at the G7 Play and Power.  For a bit more, the G7 looked worth considering, then the Pixel 3a came out for the same price if you take the $100 gift card into account.  I read several reviews, and the better camera sold me.  I jumped in, taking the Amazon gift card offer over the Best Buy offer.

The phone looks good, still fits in my pocket and I can easily use it with one hand.  The screen looks sharp and I really like the camera after a day or two of playing a little bit.  I still need to learn more about it. I LOVE the call screening feature which I'm not sure is Pixel specific or the operating system.

I switched my service over Thursday night but needed a new, smaller SIM card which ATT gave me as I continued service with them.

Friday, I was on the phone off and on throughout the day, mostly setting it up, adding my work email and calendar, etc.  I also took a walk around my campus with it, testing out the camera on about a dozen photos.  By the time I got home from work, the battery was down to 17 percent.  17!  I had read that this didn't have a great battery, but that it would get me through the day.  5pm won't cut it.

So, what can you decide in one day?  I got up this morning, Saturday, and did some surfing, and played some online games.  Now, my game playing is limited to word puzzles and backgammon, not graphics-intensive games.  The battery, which was charged the night before, was down to 37 percent before noon.  I'm now very concerned about using this during an upcoming trip, or relying on it for work or travel.  I really like the phone, but this can't continue.  I may need to return it.  Is anyone else having battery problems like this.

On the plus side, the included charger recharges the phone pretty quickly.  But I'm not going to have the time, or outlets, to keep charging it while playing tourist.","3.0 out of 5 stars","",""
"1562682009-632","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Alan K.","Very good phone","June 17, 2019","I purchased this to replace an iPhone and the 3a did not disappoint. I carry a second phone for business and originally had a newer, expensive iPhone. I prefer Android over IOS so the switch welcomed. The phone is very responsive and smooth. The software is great. I use an Otterbox case and the phone is the perfect size for my use. I am looking forward to other Google phones as I am usually a Samsung user.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1562682062-693","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Thomas B.","Phone is fine but Amazon won't honor $100 Gift Card. (FIXED! updated)","May 29, 2019","I ordered this phone on May 18, 2019, when Amazon was supposed to be running a $100 Gift Card promotion - but I never received the gift card.  Amazon Chat was unable to honor it and I got nowhere calling them either.  They don't have any record of their own promotion.  Has anyone else had any problem receiving their gift card?

UPDATE:  Customer support *via Email* was able to help within 60 minutes of receiving an email with screencaps and links to the promotion.  Thanks!

-Thoughts on the Pixel 3a XL.  Build quality is fine, but the original Pixel just feels a little better and more solid in the hand.
-Haptic feedback is also better on the original Pixel.
-The camera is great compared to my Samsung Galaxy S6, NIght Sight and Portrait Mode are great additions.  Low light performance is obviously better with the Pixel XL 3A, but otherwise, it's hard to see the difference in a well-lit scene.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1562682022-655","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","lela","Poor device. Information provided not true","June 21, 2019","The pictures were wrong color.
 Too much yellow!
Sound on phone call low to none","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1562682013-638","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","JP","Phone not booting when out of the box","July 2, 2019","Received faulty Pixel 3a with 64GB Memory Cell Phone (Unlocked) - Purple-ish.
Phone did not turn on or charge. Tried all the advised methods for forced reboot, but nothing worked. No sound, no light, nothing.
Amazon support advised to call Google support. After 40min on the phone with Google support (international call) eventually only solution is to return the phone to Amazon for refund (basically from across the world) . Going to return it the next day after receiving. Sadly not a good experience.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1562682062-688","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Khalfan","Value for Money","June 17, 2019","I just tried it and loving the phone. My first Google Phone.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1562682041-674","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","C#","Best value, great experience.","June 24, 2019","I upgraded from an iPhone 7 to the Pixel 3a with no regrets.  The Android experience that Google is bringing to the competition is second to none. I'm done with Apple and their horrible iOS design. The Pixel 3a has great performance with the 670 processor.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1562682009-626","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","So outdated it seems comical","May 15, 2019","Why would you buy this thing when there are sooo many better options out there for half the price.  All the marketing effort Google is throwing at this legacy hardware is starting to look like apple, and it is sad.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1562682109-743","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Rick","Keep your charger close","June 25, 2019","Lightweight, sleek and the plastic body feels great! Easy and simple to use.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1562682062-686","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sudip Dhakal","Best budget phone","June 19, 2019","Great camera n btry life","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1562682062-690","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","steve walker","So disappointed -- won't take a charge or power up.","May 28, 2019","I was excited for my new phone to arrive. I opened the package, the first thing I noticed where some fine scratches on the back but no big deal.

I tried to turn it on, but nothing. So I just assumed it needed a charge -- and put it on the charger.  30 min later nothing, 1hr later nothing. Checked charge -- it was working. Let the phone charging overnight. Still nothing. No charge, and won't start. So disappointed -- not only because of the phone not working but also because I wanted to step back into the Pixel/Google ecosystem.

I don't know what quality-control tasks are performed on a new phone but I would think that a phone would at least be checked to see if it powers up before shipping it.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1562682005-623","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ken Arthur","The best mid-range phone I have used","June 15, 2019","As everyone says, the camera is the best.  The Night Sight is amazing.  Battery life is good, I used GPS for about 3 hours and the screen set at the max, only used about 35% of battery.  The phone is not lacking or slow for daily use such as email or some Youtubing and Facebooking.  Only thing is that it doesn't come with it's dedicated Gallery app, and uses Google Photo instead.  So I have to download a third party Gallery, not a big deal.  Make sure to get a good screen protector, seems the glass is not as strong and scratch resistant as the Gorilla glass.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1562682005-622","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Boiler98","Absolutely love this phone!","June 16, 2019","I buy a new phone every year because I love new technology and trying new phones out. I will say that I absolutely love this phone! It has one of the best cameras on a phone at any price. Beautiful photos in almost any lighting. And some of the best portrait shots of any phone. As for the speed, it's as fast as I need it to be. For normal usage you won't even notice any delay over the most expensive phones. I've had excellent battery life and great reliability. One of the best phones you can buy right now for an amazingly low price! I highly recommend this phone. I got the XL and love the larger screen!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1562682101-718","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Upahar Jung","Good pictures.","June 29, 2019","The best thing about this phone is its picture. Seems like the engineers have put a lot of effort into designing its camera-related features. Best value for the price paid. Very satisfied.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1562682017-653","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Karl S.","Great purchase","June 21, 2019","Great phone and great purchase.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1562682041-676","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Area417","Great buy","June 24, 2019","I bought the 3a at Best Buy almost as soon as it came out. Coming from a Samsung 9+ , I really appreciate the clean version of Android. Great camera and decent battery life. There is really nothing to dislike. And the call screening feature is the bomb! I hope to see a 4a version.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1562682076-696","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","D. Holt","Loving this phone","May 31, 2019","I was all set to pony up $700 for the new Oneplus 7 Pro when Google formally announced the Pixel 3a and it showed up on Amazon along with a promotion that included $100 gift card. That was too good to pass up. There are tons of reviews and videos on both phones, so I won't add much here, except to comment on the two things that I had qualms about before ordering: 1) The phone feels very solid despite the plastic body. The build quality far surpasses my old plastic Nexus 5x. 2) The phone is plenty fast despite having a processor that is on paper inferior to the ones in the Oneplus 7 Pro and other expensive phones. If you don't have another phone to compare to it right next it, you won't notice any limitations in processing.

So I'm really pleased with this purchase, and I'd say it would still be worth it even without the $100 gift card thrown in.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1562682017-649","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Paarth Kotak","Best Branded Value for money phone","June 17, 2019","I absolutely love this beast of a phone. This is the closest thing to the Nexus 5 that has come into existence. I have faced no issues at all. Night Vision camera takes silky smooth shots. Overall very satisfied with the phone.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1562682076-695","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","MrAntill95","The best value phone available for its features","June 2, 2019","I recently got this phone for my mom for her birthday. I had a Google Pixel 3 (non-XL) and previously had a Google Pixel 1. Google makes great phones that offer good value and a killer camera and the purest android experience. Previously, my mom has been having problems with her older (LG G5 and previous phones as well) always getting slow and buggy over time. This happens, I find, far slower with a pure android experience and the constant, fast updates that Google offers for their phones directly.

With the newly released Pixel 3a, being a budget, yet not significantly slower version of the Pixel 3, I knew this was a good deal and an excellent phone choice for my mom. Had this been available when I first was getting my phone, I would have gotten it as well instead of the Pixel 3. Many agree, that the Pixel 3a is a good enough phone that offers value without compromising too much. While you can sometimes notice it being slightly slower, the average use and consumer will not.

While it might not have the best specs at this price, I am willing to take a CPU downgrade in order to have the best user and camera experience on a phone.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1562682101-715","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","chris","So far so good. A+ Google knocked it out of the park with this phone.","May 29, 2019","It's been 4 years since I had a new phone. I like it. UPDATE: I've been using this phone for about a month now and it is a solid phone and camera.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1562682101-721","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Andrew Frosts","The best","June 3, 2019","I love it so much!!!! The best android cellphone!!!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
